ACCOUNT_ID,VALUATION,VAL_DT,HPI_INDEX_ORIG,HPI_INDEX_CURR
NB010007224,462262.71,2017-08-01,110.0,126.0
NB010007231,434181.12,2020-04-01,114.1,141.9
NB010007259,387827.99,2021-11-01,103.0,132.8
NB010007273,281224.14,2017-03-01,114.0,123.6
NB010007287,174643.68,2022-09-01,99.1,100.0
NB010007294,301652.91,2020-08-01,113.1,120.3
NB010007336,643020.39,2018-12-01,108.2,113.1
NB010007343,574078.09,2016-02-01,107.9,144.5
NB010007350,716269.14,2012-06-01,111.2,122.8
NB010007392,465137.06,2014-04-01,103.0,106.3
NB010007399,907079.71,2015-03-01,104.8,110.0
NB010007455,246455.11,2019-08-01,102.0,105.0
NB010007462,510570.41,2013-03-01,98.8,130.5
NB010007504,513579.22,2020-08-01,115.3,139.8
NB010007518,492835.09,2018-04-01,95.0,97.9
NB010007532,990032.63,2015-05-01,103.6,137.6
NB010007546,150752.87,2020-01-01,102.8,110.7
NB010007560,279001.05,2017-08-01,100.6,107.8
NB010007588,286239.24,2022-03-01,92.9,99.2
NB010007602,590555.15,2013-12-01,106.1,117.3
NB010007616,1098817.73,2020-10-01,104.2,121.7
NB010007623,106300.64,2019-01-01,108.1,115.9
NB010007672,295040.78,2012-12-01,105.9,124.7
NB010007679,493771.88,2019-12-01,101.9,99.4
NB010007686,120716.75,2016-12-01,90.1,93.4
NB010007700,87433.21,2013-09-01,92.3,93.0
NB010007714,676888.93,2020-02-01,94.0,92.5
NB010007735,734991.75,2014-10-01,114.4,130.2
NB010007742,547909.42,2018-04-01,116.2,126.5
NB010007749,291845.38,2012-09-01,107.3,115.2
NB010007756,456144.04,2022-01-01,90.8,100.5
NB010007763,94012.7,2019-08-01,116.7,146.0
NB010007770,748175.66,2013-06-01,99.2,95.7
NB010007784,212519.78,2019-10-01,90.8,88.7
NB010007805,172716.7,2015-03-01,113.5,117.4
NB010007812,274051.97,2022-12-01,103.0,108.1
NB010007819,839152.21,2014-02-01,103.1,105.9
NB010007826,632803.5,2020-04-01,92.9,122.8
NB010007882,728974.73,2013-10-01,88.9,88.3
NB010007889,256563.5,2014-02-01,109.2,114.3
NB010007896,325750.97,2014-07-01,97.8,107.8
NB010007903,523037.12,2020-11-01,117.7,124.3
NB010007910,760875.02,2021-10-01,99.9,109.2
NB010007931,280947.45,2017-06-01,106.4,108.5
NB010007938,210230.8,2017-08-01,99.4,131.7
NB010007945,710195.73,2021-09-01,92.4,90.7
NB010007952,334295.87,2016-07-01,103.3,120.8
NB010007959,95587.17,2017-11-01,115.8,115.7
NB010007973,357483.41,2021-11-01,111.7,119.9
NB010007987,83121.38,2016-04-01,92.1,95.5
NB010007994,475891.73,2013-08-01,99.2,120.9
NB010008001,67234.7,2012-01-01,106.1,107.4
NB010008008,296604.56,2016-05-01,109.4,128.7
NB010008022,296168.4,2022-04-01,100.2,111.2
NB010008036,695177.6,2019-12-01,106.0,112.0
NB010008043,316974.24,2017-07-01,111.8,143.5
NB010008078,260076.06,2020-12-01,96.9,96.4
NB010008113,404014.24,2021-09-01,107.2,133.7
NB010008120,819440.21,2015-07-01,100.0,110.7
NB010008134,546372.88,2021-03-01,100.9,117.0
NB010008141,951682.2,2023-03-01,112.9,148.3
NB010008148,382956.63,2015-09-01,111.8,123.8
NB010008155,560764.15,2015-11-01,116.4,126.4
NB010008162,418009.11,2022-08-01,100.0,104.4
NB010008176,132384.04,2013-06-01,96.6,99.0
NB010008190,686760.36,2021-10-01,103.3,131.4
NB010008218,580533.91,2020-11-01,101.9,103.3
NB010008225,638348.93,2018-06-01,101.9,131.1
NB010008246,130315.53,2013-10-01,106.4,115.0
NB010008267,307826.69,2017-06-01,110.1,115.2
NB010008316,275279.79,2022-11-01,96.0,96.6
NB010008323,451329.72,2018-11-01,107.6,110.6
NB010008330,656249.17,2018-10-01,98.9,100.9
NB010008344,131144.35,2013-08-01,88.6,86.9
NB010008372,174365.14,2013-10-01,115.8,136.2
NB010008379,96652.11,2019-02-01,104.9,100.2
NB010008386,722997.77,2018-04-01,104.8,132.1
NB010008400,535817.14,2023-09-01,91.5,96.2
NB010008407,631241.32,2013-05-01,117.0,122.3
NB010008414,733059.69,2016-06-01,110.7,125.3
NB010008428,1074456.04,2023-11-01,114.0,146.0
NB010008435,190664.76,2012-04-01,116.0,127.9
NB010008449,203180.95,2023-02-01,115.1,123.6
NB010008456,452475.12,2014-09-01,97.8,101.5
NB010008470,601748.93,2014-04-01,97.0,124.8
NB010008505,147144.5,2023-09-01,99.0,98.2
NB010008512,654013.8,2018-06-01,106.3,126.5
NB010008519,847673.56,2013-10-01,91.7,114.3
NB010008526,240828.46,2020-01-01,96.8,111.8
NB010008540,233227.01,2012-01-01,90.1,89.5
NB010008547,499262.14,2021-08-01,99.9,126.0
NB010008554,361039.31,2018-06-01,95.3,108.0
NB010008575,191798.34,2021-04-01,110.2,117.3
NB010008582,453458.34,2021-07-01,88.0,93.6
NB010008610,345165.54,2022-10-01,109.5,106.5
NB010008617,409417.93,2017-01-01,101.5,118.6
NB010008631,163455.26,2013-05-01,94.7,91.4
NB010008638,107320.32,2018-03-01,100.2,130.8
NB010008645,732247.32,2014-08-01,109.1,105.6
NB010008659,462010.58,2017-06-01,91.5,93.7
NB010008666,179885.82,2012-04-01,111.7,142.3
NB010008673,535513.99,2017-08-01,106.4,107.7
NB010008694,96689.25,2020-11-01,104.7,105.5
NB010008715,580330.25,2023-10-01,115.9,120.0
NB010008722,547558.42,2013-02-01,102.8,123.7
NB010008736,561767.64,2020-12-01,92.6,103.1
NB010008757,572566.51,2014-12-01,94.2,111.4
NB010008764,353842.69,2022-07-01,101.3,105.2
NB010008785,1197396.32,2020-07-01,110.7,121.2
NB010008792,236802.99,2020-04-01,94.8,90.1
NB010008799,477721.28,2021-08-01,113.0,112.5
NB010008806,930342.64,2020-06-01,88.2,94.6
NB010008820,680103.83,2019-11-01,112.0,114.7
NB010008827,166767.23,2019-03-01,89.4,95.1
NB010008834,84142.25,2016-07-01,94.2,92.0
NB010008841,1558756.18,2021-01-01,89.7,99.6
NB010008848,728786.71,2012-07-01,114.5,113.5
NB010008855,643148.99,2023-02-01,108.1,111.5
NB010008862,470832.84,2015-12-01,112.2,130.2
NB010008897,489436.42,2013-11-01,102.4,106.6
NB010008911,1055154.1,2016-11-01,109.3,124.2
NB010008932,657547.79,2013-07-01,93.1,98.4
NB010008939,1580367.28,2021-07-01,103.8,127.8
NB010008946,471884.36,2023-11-01,88.3,102.4
NB010008953,722459.33,2022-08-01,107.4,104.5
NB010008960,464067.96,2021-10-01,91.4,88.1
NB010008981,429450.36,2015-03-01,112.4,112.3
NB010008988,884288.29,2022-07-01,115.6,122.2
NB010009002,692420.74,2016-01-01,108.8,109.7
NB010009016,812812.15,2019-09-01,117.2,149.4
NB010009023,333347.65,2013-08-01,99.9,100.1
NB010009030,312346.36,2022-01-01,101.3,103.9
NB010009037,628216.53,2018-04-01,93.4,114.7
NB010009051,863782.0,2014-03-01,98.6,122.4
NB010009058,270696.33,2014-08-01,88.4,107.3
NB010009065,421610.38,2017-11-01,103.5,135.3
NB010009072,359363.43,2015-04-01,89.7,107.9
NB010009079,723507.01,2012-08-01,94.2,90.9
NB010009086,922038.37,2022-10-01,111.9,119.9
NB010009135,954233.81,2014-07-01,89.6,105.5
NB010009142,834445.06,2020-06-01,101.9,134.5
NB010009149,954014.65,2016-01-01,100.4,121.6
NB010009170,506154.09,2017-08-01,98.0,108.5
NB010009184,292126.65,2012-09-01,112.4,112.5
NB010009191,1428309.73,2023-12-01,93.2,107.8
NB010009219,81192.42,2013-06-01,100.1,107.1
NB010009226,854933.11,2019-02-01,103.6,130.0
NB010009240,1135805.51,2020-07-01,116.7,133.4
NB010009254,177678.82,2019-06-01,111.6,146.2
NB010009268,689326.58,2012-03-01,93.9,88.4
NB010009275,288855.73,2018-06-01,106.4,105.3
NB010009296,161444.42,2016-12-01,102.1,135.3
NB010009303,638656.85,2015-09-01,104.0,112.1
NB010009317,103985.31,2014-10-01,108.4,104.8
NB010009324,565240.22,2022-11-01,112.6,109.1
NB010009331,661310.02,2015-06-01,108.1,107.3
NB010009338,712393.52,2012-07-01,114.3,125.2
NB010009345,52731.12,2017-12-01,115.5,123.8
NB010009359,115010.12,2023-01-01,103.3,108.2
NB010009366,358305.14,2014-10-01,104.5,106.2
NB010009373,233367.57,2020-03-01,95.7,97.0
NB010009380,820880.41,2014-07-01,107.1,116.4
NB010009394,361913.55,2012-08-01,116.8,123.4
NB010009401,215274.15,2022-02-01,108.5,143.0
NB010009415,291846.48,2013-11-01,109.6,119.5
NB010009422,66251.65,2018-07-01,99.3,115.7
NB010009436,184945.82,2022-12-01,103.5,113.6
NB010009478,483900.52,2016-07-01,90.3,105.3
NB010009485,191325.36,2021-08-01,98.0,129.1
NB010009492,941772.67,2023-02-01,91.9,95.3
NB010009513,631671.71,2013-12-01,115.3,118.1
NB010009520,674669.32,2017-05-01,95.4,112.3
NB010009527,620898.41,2013-09-01,109.5,118.2
NB010009541,258850.19,2017-02-01,104.5,114.8
NB010009548,637324.58,2016-05-01,95.6,90.2
NB010009562,479275.69,2015-07-01,99.9,99.6
NB010009576,972565.03,2019-02-01,91.8,115.6
NB010009583,652726.13,2015-02-01,114.5,110.9
NB010009590,996897.96,2012-07-01,113.8,152.5
NB010009604,500823.16,2017-08-01,105.6,114.0
NB010009625,515805.66,2019-07-01,103.8,103.2
NB010009639,307668.18,2019-04-01,99.1,103.8
NB010009646,364137.61,2023-08-01,102.1,113.9
NB010009653,333200.67,2014-05-01,117.9,157.9
NB010009660,728370.02,2013-11-01,96.5,128.2
NB010009667,133683.99,2021-06-01,93.5,116.7
NB010009681,607957.19,2015-03-01,93.6,107.7
NB010009688,351699.12,2021-10-01,113.8,115.9
NB010009702,408450.67,2014-07-01,90.9,95.4
NB010009723,521896.86,2012-08-01,115.3,139.4
NB010009737,990126.71,2016-03-01,101.0,118.2
NB010009744,71891.75,2017-01-01,91.4,92.1
NB010009758,674353.7,2016-05-01,116.2,124.3
NB010009765,1125182.06,2021-02-01,93.5,123.0
NB010009772,872858.04,2015-10-01,89.5,104.1
NB010009779,1128112.72,2013-12-01,103.4,111.0
NB010009793,323831.91,2022-04-01,91.8,91.7
NB010009800,553848.0,2014-04-01,99.1,121.5
NB010009807,852480.49,2020-03-01,97.9,96.3
NB010009814,68991.11,2018-09-01,115.1,123.0
NB010009828,439524.1,2021-11-01,99.3,122.6
NB010009856,567650.53,2019-02-01,115.4,113.1
NB010009884,1653234.15,2013-06-01,99.8,120.2
NB010009898,162385.66,2017-07-01,94.9,122.1
NB010009905,408245.98,2017-11-01,98.7,98.4
NB010009919,370737.75,2020-03-01,93.6,94.8
NB010009933,403277.04,2012-10-01,91.4,97.0
NB010009947,748606.64,2013-02-01,102.4,129.2
NB010009954,1086578.82,2021-12-01,111.1,132.6
NB010009961,880568.17,2018-03-01,93.6,113.5
NB010009996,608181.37,2021-11-01,101.9,107.2
NB010010003,161816.11,2016-12-01,110.1,124.6
NB010010010,62457.11,2013-09-01,95.2,106.3
NB010010017,522413.42,2020-05-01,100.7,102.9
NB010010024,516312.03,2013-12-01,101.7,125.5
NB010010031,624919.24,2016-10-01,107.5,122.6
NB010010045,1151554.77,2020-01-01,116.4,143.9
NB010010052,752646.49,2017-04-01,112.4,114.3
NB010010094,770572.94,2013-05-01,98.8,121.5
NB010010122,666970.32,2017-02-01,108.6,116.6
NB010010129,313702.72,2012-09-01,92.6,96.1
NB010010143,147244.07,2019-11-01,97.5,111.3
NB010010157,87329.31,2018-01-01,98.9,95.3
NB010010164,357372.09,2021-10-01,99.6,106.7
NB010010171,836749.53,2015-10-01,92.3,92.8
NB010010199,606797.5,2022-09-01,94.5,94.6
NB010010206,1181251.98,2015-05-01,88.7,94.2
NB010010213,99925.04,2015-09-01,107.9,119.9
NB010010227,864873.28,2023-03-01,117.6,128.8
NB010010234,1045221.82,2020-10-01,110.0,115.7
NB010010241,846337.08,2022-09-01,98.2,102.0
NB010010248,710285.55,2016-05-01,92.6,97.2
NB010010262,759700.89,2016-01-01,117.1,133.6
NB010010269,573838.02,2022-06-01,110.9,111.3
NB010010276,548059.82,2018-10-01,99.3,105.2
NB010010311,673965.04,2014-07-01,115.7,115.3
NB010010318,714741.27,2013-10-01,107.2,114.5
NB010010325,228524.13,2016-07-01,117.0,115.7
NB010010332,127937.76,2018-04-01,114.7,113.3
NB010010360,105405.43,2018-03-01,104.5,112.2
NB010010367,441575.37,2016-11-01,111.0,119.3
NB010010374,530087.78,2016-01-01,109.6,108.2
NB010010388,668935.22,2019-08-01,90.3,93.5
NB010010402,361678.21,2012-08-01,90.2,96.5
NB010010409,743672.52,2016-01-01,101.0,99.0
NB010010416,228482.16,2019-11-01,93.8,88.9
NB010010451,430628.11,2013-08-01,94.9,120.9
NB010010479,481211.81,2014-10-01,97.2,112.7
NB010010486,836481.66,2021-12-01,103.7,129.6
NB010010493,714700.63,2012-02-01,112.9,147.7
NB010010507,375971.75,2015-10-01,91.6,96.3
NB010010528,514769.73,2014-09-01,105.7,99.9
NB010010535,384782.86,2018-10-01,107.6,114.1
NB010010542,641300.33,2018-05-01,94.4,91.8
NB010010549,623570.83,2017-12-01,114.6,122.2
NB010010563,480855.75,2012-05-01,110.3,133.6
NB010010591,259195.44,2017-06-01,94.2,124.5
NB010010598,401824.29,2021-10-01,96.6,108.2
NB010010605,133495.44,2018-04-01,90.1,105.0
NB010010612,130294.85,2019-11-01,100.3,99.3
NB010010619,75346.43,2012-06-01,90.0,115.1
NB010010640,225547.8,2017-04-01,98.1,123.7
NB010010647,85461.61,2018-11-01,93.4,104.2
NB010010682,568390.03,2017-01-01,100.8,115.2
NB010010689,614550.96,2020-01-01,106.7,112.3
NB010010696,251750.76,2022-12-01,92.2,94.8
NB010010703,915758.77,2014-06-01,117.0,128.6
NB010010710,188538.1,2012-07-01,104.9,116.1
NB010010724,788824.02,2015-07-01,92.6,123.0
NB010010752,414099.5,2021-01-01,108.5,140.8
NB010010759,1081452.16,2019-04-01,102.2,136.2
NB010010766,1006789.34,2023-10-01,112.4,139.6
NB010010773,941640.08,2023-09-01,101.9,122.8
NB010010780,1056256.65,2022-05-01,114.0,152.7
NB010010787,421653.37,2013-12-01,110.2,107.9
NB010010808,241337.72,2021-12-01,116.4,122.8
NB010010815,89739.23,2012-01-01,102.5,106.2
NB010010822,294761.46,2017-03-01,102.2,130.1
NB010010829,137765.5,2012-04-01,89.8,87.1
NB010010836,551373.67,2020-03-01,114.9,152.8
NB010010850,211553.79,2016-05-01,95.2,97.2
NB010010857,270608.61,2019-09-01,104.4,110.2
NB010010864,600019.87,2016-09-01,116.5,114.3
NB010010871,1137830.37,2021-11-01,88.6,93.3
NB010010878,410757.33,2017-05-01,96.3,93.7
NB010010885,632749.95,2014-09-01,115.8,120.6
NB010010913,249356.67,2015-01-01,102.9,119.7
NB010010920,1077936.89,2022-05-01,114.2,128.0
NB010010934,472204.05,2018-01-01,100.2,104.6
NB010010941,411632.39,2022-11-01,90.0,95.7
NB010010962,361593.77,2022-10-01,105.4,112.9
NB010010969,670233.43,2017-06-01,113.3,116.5
NB010010976,383287.05,2016-02-01,88.5,85.7
NB010011004,734242.14,2012-02-01,110.9,113.6
NB010011011,446426.95,2013-02-01,95.2,98.2
NB010011032,440739.22,2016-09-01,112.2,115.1
NB010011053,316128.29,2012-04-01,115.1,151.4
NB010011081,902658.28,2017-02-01,102.1,128.5
NB010011088,373670.9,2017-09-01,92.8,109.7
NB010011095,504401.75,2015-07-01,116.0,120.6
NB010011137,121553.13,2015-09-01,97.0,129.3
NB010011144,1124108.47,2020-05-01,88.8,106.8
NB010011151,384450.66,2020-01-01,100.7,98.7
NB010011158,689847.86,2022-11-01,114.0,116.4
NB010011165,751858.17,2021-04-01,108.7,143.0
NB010011193,452814.77,2021-01-01,99.4,114.3
NB010011214,442333.09,2021-07-01,90.5,114.8
NB010011242,212269.72,2017-10-01,91.9,93.6
NB010011249,1132945.1,2017-11-01,91.3,121.9
NB010011270,125969.16,2019-05-01,110.7,125.3
NB010011284,517838.53,2014-06-01,116.2,123.8
NB010011291,353149.29,2017-09-01,109.7,109.2
NB010011298,329623.5,2019-10-01,104.6,134.9
NB010011305,704567.44,2022-12-01,107.2,109.5
NB010011312,580847.46,2013-09-01,109.2,109.5
NB010011319,172682.07,2020-04-01,88.7,87.7
NB010011347,119171.16,2013-11-01,117.1,156.8
NB010011354,626726.67,2013-03-01,108.0,104.5
NB010011361,1400906.65,2015-09-01,93.4,116.7
NB010011375,219903.1,2015-09-01,102.0,111.6
NB010011389,732863.57,2023-12-01,107.3,134.2
NB010011396,1064775.97,2016-11-01,114.2,140.5
NB010011410,449579.87,2022-01-01,100.6,106.4
NB010011452,1027498.66,2014-04-01,89.6,99.8
NB010011459,124775.86,2016-10-01,100.7,108.3
NB010011466,830315.86,2014-12-01,112.0,115.3
NB010011508,779651.13,2012-12-01,90.0,101.0
NB010011515,163928.96,2014-06-01,114.1,132.8
NB010011522,658077.7,2015-11-01,95.6,100.6
NB010011529,964783.15,2013-10-01,111.4,121.0
NB010011536,317710.0,2017-01-01,90.2,93.3
NB010011543,631622.25,2021-06-01,93.5,95.9
NB010011550,273984.83,2013-07-01,89.4,115.1
NB010011557,1041015.93,2013-08-01,101.5,107.3
NB010011578,323412.76,2017-05-01,109.8,137.0
NB010011585,509550.92,2021-01-01,96.0,98.3
NB010011592,544085.62,2023-10-01,110.5,112.3
NB010011606,131865.72,2021-01-01,88.8,117.9
NB010011613,75065.46,2014-07-01,114.0,120.6
NB010011627,515909.43,2022-05-01,117.0,120.1
NB010011648,368321.13,2019-01-01,100.9,120.0
NB010011655,535747.8,2014-08-01,116.0,127.6
NB010011662,589910.3,2021-09-01,114.3,116.0
NB010011683,375576.69,2015-10-01,106.3,112.0
NB010011690,406462.17,2016-04-01,89.0,86.0
NB010011711,411018.85,2012-05-01,110.4,141.2
NB010011718,720199.87,2018-08-01,96.9,105.9
NB010011725,149721.11,2018-11-01,90.7,92.0
NB010011732,146748.56,2023-06-01,98.0,124.7
NB010011739,158035.44,2015-07-01,116.1,145.8
NB010011767,383107.82,2013-06-01,111.7,111.7
NB010011781,501680.78,2018-02-01,109.4,107.4
NB010011795,269012.73,2012-07-01,98.1,100.1
NB010011802,682470.88,2014-12-01,104.6,104.2
NB010011809,850705.81,2020-10-01,110.3,115.4
NB010011816,638048.71,2019-04-01,111.6,129.8
NB010011830,156917.19,2021-07-01,102.5,127.3
NB010011844,306258.34,2020-07-01,99.7,98.9
NB010011858,458910.79,2014-02-01,97.1,96.2
NB010011872,912470.63,2016-05-01,115.5,148.5
NB010011879,388027.12,2020-07-01,114.5,131.3
NB010011886,696356.6,2012-05-01,112.4,126.1
NB010011900,327409.98,2022-05-01,115.6,131.1
NB010011914,406912.97,2012-07-01,105.4,100.4
NB010011921,178970.54,2019-03-01,105.8,124.5
NB010011928,230313.84,2021-04-01,91.0,110.3
NB010011935,356475.26,2014-09-01,88.7,93.8
NB010011942,891244.7,2020-11-01,88.3,95.0
NB010011977,365540.97,2021-11-01,91.8,93.5
NB010011984,187705.43,2021-05-01,111.2,110.1
NB010011998,185137.26,2021-09-01,116.4,124.2
NB010012005,826096.67,2017-02-01,92.7,94.0
NB010012019,927752.84,2014-08-01,112.0,143.6
NB010012026,388658.54,2012-07-01,106.8,134.3
NB010012040,616615.41,2016-01-01,105.8,112.7
NB010012061,111978.64,2019-12-01,95.7,116.6
NB010012068,402230.21,2016-06-01,101.6,123.5
NB010012082,597588.39,2021-11-01,93.9,106.9
NB010012096,258308.66,2023-05-01,90.4,105.8
NB010012110,300878.03,2013-03-01,114.2,115.1
NB010012124,330499.15,2013-08-01,109.2,105.0
NB010012145,211271.21,2015-08-01,116.1,119.5
NB010012152,764410.27,2014-07-01,117.7,115.8
NB010012173,187416.1,2014-09-01,98.3,113.7
NB010012180,310575.57,2022-10-01,105.6,110.6
NB010012201,126737.34,2017-06-01,95.0,109.8
NB010012243,584726.21,2014-09-01,95.8,94.6
NB010012250,709233.25,2016-01-01,103.6,107.0
NB010012271,415212.66,2012-02-01,101.8,109.3
NB010012285,767367.81,2016-04-01,109.2,102.9
NB010012320,248413.53,2017-09-01,92.2,115.9
NB010012397,825193.21,2014-10-01,105.9,103.6
NB010012404,441287.28,2019-08-01,110.1,127.1
NB010012411,869281.05,2012-05-01,114.3,148.2
NB010012425,858881.49,2017-02-01,89.3,113.0
NB010012446,174374.42,2023-05-01,112.4,138.6
NB010012460,321101.41,2020-02-01,96.1,116.2
NB010012474,888453.11,2012-02-01,104.2,109.4
NB010012488,680191.43,2015-07-01,117.0,113.5
NB010012495,455555.09,2022-01-01,98.9,105.8
NB010012516,455705.76,2014-04-01,88.6,84.8
NB010012523,457780.57,2018-01-01,95.5,97.4
NB010012530,92696.3,2013-10-01,90.8,95.0
NB010012537,99947.89,2016-01-01,103.7,115.2
NB010012544,331277.04,2014-01-01,103.5,103.3
NB010012551,162164.95,2012-06-01,88.0,85.0
NB010012558,383023.72,2017-08-01,106.3,110.2
NB010012565,652440.08,2013-09-01,114.4,129.2
NB010012572,698760.05,2012-07-01,96.3,94.8
NB010012614,291529.12,2018-06-01,110.4,128.1
NB010012621,711892.25,2021-05-01,102.7,110.1
NB010012628,951191.08,2013-11-01,98.9,111.3
NB010012649,1009328.81,2019-02-01,92.9,104.5
NB010012663,229527.58,2022-02-01,95.3,102.6
NB010012677,1177994.4,2014-06-01,105.9,128.7
NB010012698,488805.7,2014-09-01,111.0,121.4
NB010012733,294786.7,2016-06-01,94.0,105.0
NB010012740,533952.04,2013-03-01,116.6,121.3
NB010012754,720967.26,2015-12-01,90.6,87.4
NB010012768,601821.2,2016-01-01,101.3,109.0
NB010012782,343306.63,2022-04-01,99.6,133.2
NB010012796,782348.26,2015-02-01,102.0,106.6
NB010012803,1083531.52,2020-05-01,88.4,101.0
NB010012817,597792.07,2017-02-01,93.0,93.9
NB010012824,361618.01,2022-10-01,96.8,122.4
NB010012831,102205.56,2017-07-01,92.3,101.3
NB010012838,703222.54,2012-11-01,99.4,122.1
NB010012845,281124.81,2014-10-01,92.3,92.8
NB010012859,1107497.42,2023-05-01,98.7,124.5
NB010012866,654387.12,2022-01-01,106.2,114.7
NB010012880,377707.57,2013-07-01,105.6,132.0
NB010012894,324238.16,2022-03-01,88.2,97.1
NB010012901,1004483.6,2021-11-01,116.9,139.9
NB010012922,565285.73,2017-12-01,95.6,94.6
NB010012929,881777.65,2015-03-01,96.8,105.0
NB010012943,562903.89,2022-08-01,104.1,106.3
NB010012964,226742.31,2023-12-01,94.7,100.6
NB010012971,210475.05,2022-09-01,104.2,111.4
NB010012978,411909.5,2021-11-01,101.4,98.7
NB010012985,655640.14,2012-07-01,103.8,100.7
NB010012992,172304.72,2014-10-01,93.8,98.5
NB010012999,554359.89,2018-07-01,92.0,93.7
NB010013006,974780.28,2017-08-01,97.0,92.9
NB010013013,471287.37,2023-12-01,117.5,118.4
NB010013034,384886.74,2019-05-01,100.5,110.4
NB010013048,645587.6,2018-10-01,117.2,135.0
NB010013055,424140.31,2023-01-01,112.1,132.0
NB010013069,405844.84,2012-03-01,103.1,100.2
NB010013076,493071.64,2020-05-01,104.5,136.1
NB010013097,396323.71,2014-07-01,99.6,128.6
NB010013104,364123.56,2017-05-01,104.5,125.6
NB010013111,1039996.93,2021-10-01,91.1,108.9
NB010013125,840038.52,2015-08-01,90.0,95.7
NB010013132,215803.85,2019-10-01,100.6,120.3
NB010013146,56948.6,2014-07-01,99.7,100.3
NB010013153,99923.07,2017-06-01,96.7,116.1
NB010013167,674693.08,2014-05-01,101.7,105.0
NB010013188,926418.91,2013-07-01,97.5,107.2
NB010013195,220378.13,2021-08-01,114.1,116.6
NB010013202,545571.77,2022-11-01,108.7,107.7
NB010013209,647829.4,2016-07-01,89.1,92.9
NB010013216,495028.04,2018-02-01,93.6,117.5
NB010013223,842110.22,2012-05-01,108.9,119.8
NB010013230,1113357.06,2020-07-01,108.9,119.9
NB010013237,625925.14,2015-02-01,107.5,113.7
NB010013244,285524.65,2022-07-01,109.9,129.6
NB010013265,375072.11,2020-02-01,105.9,107.7
NB010013286,516112.89,2021-12-01,98.3,116.9
NB010013293,591660.17,2014-12-01,110.9,107.5
NB010013328,349291.25,2013-11-01,112.1,115.3
NB010013349,229944.26,2016-12-01,110.0,131.0
NB010013398,580884.05,2017-07-01,91.4,90.2
NB010013412,559293.34,2016-10-01,97.5,96.6
NB010013440,137002.59,2020-07-01,96.1,102.1
NB010013447,259406.8,2020-04-01,114.1,118.3
NB010013454,334548.97,2018-04-01,115.5,131.1
NB010013461,806026.6,2012-03-01,89.5,89.9
NB010013468,258674.71,2021-03-01,90.1,115.3
NB010013496,876633.04,2018-12-01,115.8,150.9
NB010013503,745766.36,2014-06-01,97.3,125.7
NB010013524,302195.11,2013-01-01,89.0,112.0
NB010013531,258059.87,2021-12-01,113.1,129.5
NB010013566,631132.11,2018-07-01,103.5,102.8
NB010013573,1194281.54,2017-09-01,109.8,144.3
NB010013594,705193.84,2021-03-01,114.3,113.5
NB010013608,477057.8,2022-02-01,106.8,110.8
NB010013622,184431.8,2016-08-01,107.8,117.9
NB010013629,662884.16,2013-10-01,112.3,122.2
NB010013636,581167.5,2016-11-01,107.9,106.8
NB010013643,218333.19,2017-12-01,100.7,98.4
NB010013650,732281.09,2018-02-01,97.8,95.4
NB010013657,436356.68,2014-11-01,115.6,127.0
NB010013664,774348.57,2017-06-01,89.1,108.5
NB010013671,350207.3,2015-06-01,110.4,115.9
NB010013678,210394.33,2022-06-01,113.7,116.9
NB010013685,406202.9,2023-04-01,114.0,107.6
NB010013706,306005.91,2019-05-01,92.2,93.6
NB010013713,626388.41,2017-05-01,111.9,119.2
NB010013727,1139952.05,2021-05-01,114.1,149.9
NB010013734,1179726.01,2020-02-01,94.0,110.5
NB010013741,373813.2,2018-07-01,110.3,118.8
NB010013748,671646.65,2020-03-01,89.4,88.2
NB010013755,785047.16,2012-11-01,93.1,94.7
NB010013762,78484.72,2019-09-01,110.1,120.6
NB010013776,519333.23,2012-05-01,114.2,151.6
NB010013790,298885.31,2020-09-01,115.8,146.0
NB010013797,659166.67,2023-01-01,96.8,118.2
NB010013811,87500.68,2023-12-01,110.4,142.3
NB010013846,554541.42,2017-03-01,107.2,127.8
NB010013860,610634.96,2013-04-01,110.1,121.4
NB010013867,308260.8,2015-02-01,101.7,109.4
NB010013881,342747.32,2013-07-01,116.6,116.7
NB010013888,718928.72,2022-03-01,105.6,102.2
NB010013895,458454.23,2016-01-01,108.0,131.1
NB010013909,593198.3,2022-02-01,106.9,105.7
NB010013916,410481.26,2012-03-01,107.3,108.8
NB010013923,1174359.77,2012-01-01,114.9,129.8
NB010013944,227793.28,2014-09-01,104.2,110.1
NB010013958,168910.73,2020-06-01,102.1,135.4
NB010013965,675729.72,2016-01-01,106.1,110.9
NB010013979,182204.08,2021-03-01,96.7,103.8
