ACCOUNT_ID,PROD_CD,REGION,RATING_GRADE,DRAWN_BAL,UNDRAWN,DPD,FORBEARANCE,WATCHLIST,DEFAULT_IND,IO_FLAG,MONTHLY_PAYMENT,EIR,REMAIN_TERM_M,LTV,PD_LIFETIME_ORIG
NB010001792,2600,MID,8,2610.21,2389.79,0,N,N,N,N,64.17,0.3901,48,0.0,0.05205
NB010001799,2500,MID,10,4859.68,140.32,47,Y,N,N,N,100.6,0.2923,57,0.0,0.046923
NB010001806,2100,SW,3,492261.83,0.0,0,N,N,N,N,2493.0,5.5835,233,72.1,0.003857
NB010001813,2110,MID,6,311370.81,0.0,0,N,N,N,N,2087.6,3.616,176,70.4,0.023837
NB010001820,2400,SW,3,30612.97,2500,0,N,N,N,N,2124.9,0.211,17,0.0,0.002432
NB010001827,2100,NW,9,195188.85,0.0,0,N,N,N,N,1505.38,3.7917,153,80.0,0.061405
NB010001834,2500,LON,3,7327.47,4672.53,0,N,N,N,N,72.05,0.2675,120,0.0,0.00236
NB010001841,2500,NI,14,2254.85,2745.15,0,N,N,N,N,80.63,0.3481,33,0.0,0.087112
NB010001848,2101,SW,11,400482.28,0.0,0,N,N,N,Y,0.0,2.7951,206,43.1,0.078649
NB010001855 ,2400,NE,7,10092.47,0,0,N,N,N,N,744.32,0.2284,16,0.0,0.020578
NB010001862,2100,NI,8,314520.17,0.0,12,N,N,N,N,2222.36,5.545,167,68.2,0.049563
NB010001869,2400,SE,6,40118.11,0,0,N,N,N,N,577.31,0.155,82,0.0,0.016342
NB010001876 ,2101,NE,6,272424.61,0.0,0,N,N,N,Y,0.0,5.9516,207,69.7,0.015925
NB010001883,2400,NI,6,35768.78,0,0,N,N,N,N,629.96,0.1703,67,0.0,0.017065
NB010001890 ,2600,SCO,14,4805.25,194.75,0,N,N,N,N,405.01,0.301,14,0.0,0.103263
NB010001897,2400,NW,7,28893.4,0,12,N,N,N,N,1549.74,0.086,22,0.0,0.032611
NB010001904,2600,NW,4,281.53,4718.47,0,N,N,N,N,17.48,0.2349,19,0.0,0.006966
NB010001911,2100,SCO,11,170458.97,0.0,0,N,N,N,N,708.25,3.4394,284,74.8,0.089309
NB010001918 ,2100,LON,10,385427.72,0.0,0,N,N,N,N,1659.87,4.5046,274,60.8,0.074359
NB010001925,2600,MID,5,1775.07,3224.93,0,N,N,N,N,83.78,0.1823,25,0.0,0.005564
NB010001932,2500,LON,12,1723.74,1276.26,0,N,N,N,N,20.14,0.2251,101,0.0,0.067283
NB010001939,2100,SE,5,321287.82,0.0,0,N,N,N,N,2767.3,5.4173,137,51.0,0.006458
NB010001946,2500,SCO,8,395.21,1104.79,5,Y,N,N,N,3.99,0.2397,117,0.0,0.039163
NB010001953 ,2110,NE,8,339414.49,0.0,0,N,N,N,N,3888.44,6.217,103,78.0,0.034556
NB010001960,2100,SCO,5,534032.52,0.0,0,N,N,N,N,2788.31,2.4331,226,71.8,0.010942
NB010001967,2400,WAL,4,44119.25,2500,22,N,N,N,N,788.8,0.0729,66,0.0,0.004933
NB010001974,2400,NE,10,12561.34,0,0,N,N,N,N,260.04,0.1734,57,0.0,0.05953
NB010001981 ,2500,MID,10,1345.94,154.06,0,N,N,N,N,29.41,0.212,54,0.0,0.051866
NB010001988,2120,SE,3,578887.05,0.0,0,N,N,N,N,8433.17,7.4798,81,60.2,0.003838
NB010001995,2600,SCO,4,1164.7,1335.3,0,N,N,N,N,54.97,0.3502,25,0.0,0.003626
NB010002002,2400,NW,5,39215.77,0,0,Y,N,N,N,600.97,0.114,77,0.0,0.007436
NB010002009,2101,SW,8,369335.54,0.0,0,N,N,N,Y,0.0,3.3745,58,47.7,0.042972
NB010002016 ,2400,SCO,8,31508.85,0,0,N,N,N,N,1199.37,0.1726,31,0.0,0.034053
NB010002023,2400,WAL,7,42212.4,0,0,N,N,N,N,996.21,0.1355,50,0.0,0.036516
NB010002030,2400,NE,4,20114.85,0,0,N,N,N,N,765.66,0.0988,31,0.0,0.005693
NB010002037,2500,NE,10,6370.69,1629.31,0,N,N,N,N,221.1,0.3322,34,0.0,0.044478
NB010002044,2100,NE,2,424028.97,0.0,0,N,N,N,N,2223.8,2.1414,225,45.8,0.001699
NB010002051 ,2100,SW,4,612108.37,0.0,0,N,N,N,N,2490.65,4.5612,290,42.6,0.006764
NB010002058,2400,NW,6,18134.62,0,0,N,N,N,N,475.53,0.0921,45,0.0,0.023441
NB010002065,2110,SW,6,258580.1,0.0,0,N,N,N,N,3862.34,6.5943,79,80.0,0.024679
NB010002072,2600,NW,6,1390.66,1109.34,0,N,N,N,N,27.35,0.2401,60,0.0,0.019837
NB010002079,2600,LON,8,399.35,2100.65,0,N,N,N,N,12.4,0.2376,38,0.0,0.041766
NB010002086 ,2100,SW,8,461211.55,0.0,0,N,N,N,N,2849.37,2.9372,191,47.0,0.052168
NB010002093,2120,NE,12,150338.26,0.0,0,N,N,N,N,2062.78,7.4076,86,86.5,0.108048
NB010002100,2700,NW,8,20587.52,0,0,N,N,N,N,368.08,0.1153,66,0.0,0.036761
NB010002107,2100,SW,7,367697.19,0.0,95,N,N,Y,N,3944.39,5.135,110,63.9,0.026355
NB010002114,2110,SCO,6,84366.65,0.0,0,N,N,N,N,603.35,5.1264,165,91.7,0.016286
NB010002121 ,2400,NI,3,39232.58,0,0,N,N,N,N,2204.5,0.1655,21,0.0,0.003243
NB010002128,2500,SW,7,2633.32,5366.68,0,N,N,N,N,45.7,0.2981,68,0.0,0.01986
NB010002135,2500,NI,6,702.5,2297.5,0,N,N,N,N,10.11,0.249,82,0.0,0.022458
NB010002142,2400,WAL,8,13200.87,0,,N,N,N,N,370.88,0.1581,42,0.0,0.035493
NB010002149,2500,WAL,3,1486.23,1513.77,0,N,N,N,N,92.3,0.208,19,0.0,0.003921
NB010002156,2500,WAL,6,845.11,654.89,0,N,N,N,N,8.31,0.25,120,0.0,0.024706
NB010002163,2500,SW,7,6839.92,5160.08,0,N,N,N,N,116.97,0.2227,69,0.0,0.023833
NB010002170,2100,SW,3,574872.79,0.0,0,N,N,N,N,3589.15,4.3071,189,80.6,0.00232
NB010002177,2100,NW,6,112648.91,0.0,0,N,N,N,N,956.3,3.116,139,43.6,0.021766
NB010002184,2110,MID,3,219856.34,0.0,0,N,N,N,N,3505.82,5.2525,74,79.6,0.003048
NB010002191,2101,SE,7,309692.49,0.0,95,N,N,Y,Y,0.0,5.3606,196,69.6,0.027409
NB010002198,2101,LON,2,136441.52,0.0,0,N,N,N,Y,0.0,2.5898,159,55.4,0.001669
NB010002205,2110,NW,7,245045.28,0.0,0,N,N,N,N,1690.96,4.4074,171,82.9,0.024715
NB010002212,2101,WAL,6,156725.6,0.0,0,N,N,N,Y,0.0,5.8815,209,64.9,0.022449
NB010002219,2100,MID,8,81810.01,0.0,0,N,N,N,N,524.65,2.9274,184,40.3,0.03486
NB010002226 ,2400,NW,5,22040.45,2500,0,N,N,N,N,1182.17,0.1378,22,0.0,0.006198
NB010002233,2400,NI,12,15204.85,0,0,N,N,N,N,598.06,0.1043,30,0.0,0.103764
NB010002240,2100,LON,7,150051.53,0.0,47,N,N,N,N,917.41,3.6017,193,73.7,0.032431
NB010002247,2600,SW,6,516.82,4483.18,0,N,N,N,N,18.48,0.1656,33,0.0,0.018486
NB010002254,2400,SE,10,25327.95,0,0,N,N,N,N,355.8,0.0917,84,0.0,0.074811
NB010002261,2101,LON,8,69380.12,0.0,0,N,N,N,Y,0.0,2.4307,222,78.7,0.034467
NB010002268,2100,WAL,11,380765.72,0.0,0,N,N,N,N,3594.43,3.662,125,64.1,0.097329
NB010002275,2100,NE,10,104889.9,0.0,0,N,N,N,N,419.56,2.1157,295,75.8,0.080724
NB010002282,2100,WAL,8,224918.96,0.0,0,N,N,N,N,1200.92,5.7286,221,67.3,0.04517
NB010002289 ,2101,NE,7,438920.81,0.0,0,N,N,N,Y,0.0,3.3346,97,45.5,0.029323
NB010002296,2400,SW,9,9907.78,0,0,N,N,N,N,147.99,0.1521,79,0.0,0.042585
NB010002303,2100,SCO,9,377173.08,0.0,0,N,N,N,N,1918.38,4.8956,232,62.1,0.039586
NB010002310,2101,SE,7,572229.87,0.0,0,N,N,N,Y,0.0,5.2541,138,76.0,0.030567
NB010002317,2100,WAL,1,598168.9,0.0,0,N,N,N,N,5601.9,5.2609,126,60.7,0.000828
NB010002324,2110,SCO,5,129022.83,0.0,0,N,N,N,N,831.95,5.3092,183,85.7,0.009003
NB010002331,2100,LON,8,168163.25,0.0,5,N,N,N,N,1209.96,5.5717,164,62.6,0.038715
NB010002338,2400,SE,5,24337.35,2500,0,N,N,N,N,870.24,0.0822,33,0.0,0.007717
NB010002345,2110,LON,8,315065.03,0.0,5,N,N,N,N,1542.64,6.232,241,90.3,0.045253
NB010002352,2500,SW,5,3833.73,8166.27,0,N,N,N,N,39.34,0.2971,115,0.0,0.011027
NB010002359,2100,SCO,6,70209.17,0.0,0,N,N,N,N,378.3,2.1761,219,75.9,0.015667
NB010002366,2700,SCO,8,24794.68,2500,0,N,N,N,N,340.21,0.0999,86,0.0,0.028194
NB010002373,2500,WAL,13,291.39,1208.61,47,N,N,N,N,28.65,0.2099,12,0.0,0.115832
NB010002380,2400,NI,10,24347.8,0,0,N,N,N,N,410.43,0.1395,70,0.0,0.063893
NB010002387,2100,SCO,6,242563.83,0.0,0,N,N,N,N,2725.96,2.2603,105,76.4,0.024938
NB010002394,2100,SCO,6,523328.78,0.0,0,N,N,N,N,2100.44,3.2354,294,72.3,0.014222
NB010002401,2110,WAL,9,614154.93,0.0,0,Y,N,N,N,3007.07,4.6321,241,82.5,0.067371
NB010002408,2100,MID,4,600119.61,0.0,0,N,N,N,N,2433.47,3.7091,291,62.9,0.005008
NB010002415,2110,SW,9,383038.57,0.0,0,N,N,N,N,5078.49,4.5866,89,87.0,0.06223
NB010002422,2500,NE,7,2561.42,2438.58,0,N,N,N,N,73.72,0.3295,41,0.0,0.032455
NB010002429,2500,LON,8,987.25,4012.75,0,N,N,N,N,30.66,0.2257,38,0.0,0.045434
NB010002436 ,2400,MID,9,38699.77,0,0,N,N,N,N,1304.74,0.1253,35,0.0,0.039714
NB010002443 ,2100,LON,3,143590.16,0.0,0,N,N,N,N,1645.01,3.8941,103,71.2,0.00283
NB010002450,2500,SCO,7,1336.96,1663.04,0,N,N,N,N,105.17,0.3278,15,0.0,0.023594
NB010002457 ,2130,WAL,3,175407.75,0.0,0,N,N,N,N,3285.41,8.0022,63,70.9,0.002328
NB010002464,2400,WAL,5,22561.66,0,0,N,N,N,N,522.01,0.1001,51,0.0,0.00607
NB010002471,2500,SCO,12,4244.47,755.53,5,N,N,N,N,78.26,0.2377,64,0.0,0.105057
NB010002478,2400,NI,11,20053.55,0,0,N,N,N,N,307.31,0.0785,77,0.0,0.088778
NB010002485,2100,SCO,6,259176.87,0.0,0,N,Y,N,N,1985.9,5.7735,154,64.5,0.016621
NB010002492,2500,NI,4,1111.74,388.26,0,N,N,N,N,16.61,0.2126,79,0.0,0.004342
NB010002499,2101,SE,3,343654.3,0.0,0,N,N,N,Y,0.0,5.324,229,56.0,0.00252
NB010002506,2400,MID,1,3370.12,0,0,N,N,N,N,305.9,0.222,13,0.0,0.000861
NB010002513,2500,SW,6,3672.8,8327.2,0,N,N,N,N,80.26,0.3104,54,0.0,0.014428
NB010002520,2100,LON,4,327200.6,0.0,0,N,N,N,N,3217.47,3.9999,120,67.3,0.00341
NB010002527,2100,SE,5,591666.93,0.0,0,N,N,N,N,2441.14,3.8596,286,52.3,0.006176
NB010002534,2400,NE,4,14859.42,0,0,N,N,N,N,273.97,0.1227,64,0.0,0.005202
NB010002541,2400,MID,11,27239.61,0,0,N,N,N,N,868.72,0.0761,37,0.0,0.052454
NB010002548,2400,NI,7,4088.67,0,0,N,N,N,N,98.46,0.147,49,0.0,0.028602
NB010002555,2110,SW,5,356567.08,0.0,0,N,N,N,N,6473.06,4.7814,65,77.9,0.006934
NB010002562,2500,SW,8,2909.82,90.18,0,N,N,N,N,66.03,0.2217,52,0.0,0.050027
NB010002569 ,2100,WAL,7,324629.45,0.0,0,N,N,N,N,3869.32,4.1747,99,85.0,0.035676
NB010002576,2400,LON,14,7015.73,0,0,N,N,N,N,102.2,0.0755,81,0.0,0.096821
NB010002583,2400,SE,7,5383.78,0,0,N,N,N,N,119.87,0.0932,53,0.0,0.023725
NB010002590,2500,SW,6,2664.38,335.62,0,N,N,N,N,131.0,0.2256,24,0.0,0.018541
NB010002597,2600,SCO,6,45.29,454.71,0,N,N,N,N,1.01,0.3715,53,0.0,0.015525
NB010002604,2400,SW,1,5131.35,0,0,N,N,N,N,151.37,0.1412,40,0.0,0.000579
NB010002611,2101,SW,8,232089.64,0.0,0,N,N,N,Y,0.0,4.4441,220,78.8,0.045522
NB010002618,2110,NW,8,467164.46,0.0,62,N,N,N,N,5404.45,4.2114,102,80.1,0.052779
NB010002625,2100,NE,8,198251.45,0.0,0,N,N,N,N,3773.17,5.6821,62,54.5,0.043644
NB010002632,2100,SE,6,271371.14,0.0,0,N,N,N,N,1489.39,4.8215,215,85.3,0.016006
NB010002639,2500,NW,12,7293.24,4706.76,130,N,N,Y,N,80.43,0.1915,107,0.0,0.086717
NB010002646,2110,WAL,10,278033.11,0.0,0,N,N,N,N,5378.35,3.267,61,69.0,0.062902
NB010002653,2110,NI,9,229269.83,0.0,0,N,N,N,N,936.12,5.2668,289,91.1,0.054354
NB010002660,2500,SE,3,3991.18,4008.82,62,N,N,N,N,41.31,0.3435,114,0.0,0.003241
NB010002667,2400,NW,6,42285.45,0,0,Y,N,N,N,594.01,0.1111,84,0.0,0.019145
NB010002674,2100,SCO,9,168503.73,0.0,0,N,N,N,N,924.81,5.6258,215,76.6,0.054092
NB010002681,2101,LON,9,103281.75,0.0,0,N,N,N,N,1400.83,4.4152,87,45.1,0.063737
NB010002688 ,2700,SE,5,20037.55,0,0,N,N,N,N,738.88,0.1322,32,0.0,0.008454
NB010002695,2700,WAL,4,20722.49,0,0,N,N,N,N,326.03,0.0948,75,0.0,0.003557
NB010002702,2100,LON,7,192860.69,0.0,0,N,N,N,N,812.77,2.9909,280,76.2,0.030508
NB010002709,2400,WAL,5,42045.94,0,,N,N,N,N,636.08,0.1666,78,0.0,0.007419
NB010002716,2500,SCO,7,6677.65,5322.35,0,N,N,N,N,179.08,0.2678,44,0.0,0.025506
NB010002723,2100,WAL,7,156548.98,0.0,0,N,N,N,N,883.87,2.116,209,78.4,0.021495
NB010002730,2100,NI,5,499678.23,0.0,0,N,N,N,N,2692.33,2.9506,219,65.8,0.008995
NB010002737,2500,SE,7,6495.66,1504.34,0,N,N,N,N,121.66,0.3318,63,0.0,0.031823
NB010002744,2400,LON,3,1211.06,2500,0,N,Y,N,N,42.03,0.0788,34,0.0,0.003038
NB010002751,2110,NI,4,373662.15,0.0,0,N,N,N,N,1530.98,4.3118,288,79.2,0.003958
NB010002758,2500,NI,7,3281.73,4718.27,0,N,N,N,N,99.29,0.2812,39,0.0,0.022303
NB010002765,2600,SE,3,426.42,2073.58,0,N,N,N,N,8.39,0.3508,60,0.0,0.002436
NB010002772,2100,SCO,4,422763.83,0.0,0,N,N,N,N,2019.68,5.148,247,39.7,0.004035
NB010002779,2100,NE,5,559237.44,0.0,0,N,N,N,N,3645.86,4.3769,181,64.4,0.00978
NB010002786,2700,NI,6,11835.45,2500,0,N,N,N,N,228.95,0.1049,61,0.0,0.02038
NB010002793,2400,NI,9,25121.61,0,0,N,N,N,N,395.25,0.2096,75,0.0,0.047237
NB010002800,2110,WAL,6,470996.55,0.0,0,N,N,N,N,3037.03,4.5742,183,69.5,0.014849
NB010002807,2110,NW,9,573661.98,0.0,0,N,N,N,N,4835.15,3.5555,140,80.4,0.041973
NB010002814,2110,LON,7,385298.95,0.0,0,N,N,N,N,2239.67,5.8588,203,71.3,0.02931
NB010002821,2100,MID,10,375613.83,0.0,0,N,N,N,N,1678.88,3.4875,264,57.4,0.062102
NB010002828,2100,SW,7,297626.22,0.0,0,N,N,N,N,1995.45,3.7735,176,54.5,0.036599
NB010002835,2500,NI,6,2739.7,260.3,0,N,N,N,N,28.36,0.2246,114,0.0,0.020375
NB010002842,2600,SCO,10,1288.31,1211.69,0,N,N,N,N,52.42,0.2352,29,0.0,0.064308
NB010002849,2100,NI,14,451380.61,0.0,0,N,N,N,N,2017.53,3.5453,264,55.7,0.077699
NB010002856,2100,WAL,5,305691.58,0.0,0,N,N,N,N,2753.56,4.3226,131,71.3,0.005947
NB010002863,2700,LON,8,25433.84,0,0,N,N,N,N,638.55,0.1281,47,0.0,0.03257
NB010002870,2400,NI,4,24283.79,0,0,N,N,N,N,666.39,0.1858,43,0.0,0.00447
NB010002877,2100,NE,9,123458.02,0.0,0,N,N,N,N,1867.7,4.3808,78,85.4,0.055465
NB010002884,2110,SE,9,414108.38,0.0,0,N,N,N,N,1916.27,3.1056,255,87.9,0.058286
NB010002891,2110,LON,6,143930.43,0.0,0,N,N,N,N,679.35,5.1941,250,79.6,0.014248
NB010002898,2100,NW,3,616781.74,0.0,0,N,N,N,N,3602.98,4.8657,202,67.9,0.002075
NB010002905,2600,NI,5,889.78,110.22,0,N,N,N,N,20.19,0.3906,52,0.0,0.007574
NB010002912,2100,SCO,6,99676.47,0.0,0,N,N,N,N,1336.57,5.5837,88,51.1,0.016786
NB010002919,2100,WAL,3,213461.43,0.0,0,N,N,N,N,1278.6,2.5144,197,54.2,0.002364
NB010002926,2130,NI,4,101994.43,0.0,0,N,N,N,N,1104.16,8.0077,109,77.8,0.005053
NB010002933,2100,MID,4,593092.84,0.0,0,N,N,N,N,3824.31,2.2276,183,46.2,0.0065
NB010002940,2101,SW,7,127899.11,0.0,0,N,Y,N,N,2959.23,5.9697,51,81.2,0.028464
NB010002947,2400,NW,7,6276.74,0,0,N,N,N,N,127.7,0.1103,58,0.0,0.027623
NB010002954,2100,LON,11,513248.41,0.0,0,N,Y,N,N,5996.37,3.2294,101,44.9,0.095444
NB010002961,2120,WAL,7,87393.61,0.0,0,N,N,N,N,2062.49,6.2896,50,60.8,0.020095
NB010002968,2500,NE,6,1105.84,3894.16,0,N,N,N,N,13.32,0.3055,98,0.0,0.019774
NB010002975,2110,NE,4,464336.16,0.0,0,N,N,N,N,3424.48,6.1738,160,71.2,0.00427
NB010002982,2400,SCO,15,25822.72,0,0,N,N,Y,N,441.61,0.1964,69,0.0,0.142648
NB010002989,2100,NI,8,276624.93,0.0,0,N,N,N,N,2147.48,2.6654,152,45.5,0.046253
NB010002996,2101,SE,7,371595.74,0.0,0,N,N,N,Y,0.0,4.6194,77,78.5,0.030335
NB010003003,2100,SW,4,563049.27,0.0,0,N,N,N,N,6849.47,4.1431,97,73.7,0.003845
NB010003010,2101,NW,7,562172.04,0.0,0,N,N,N,N,3948.59,5.2869,168,44.5,0.028572
NB010003017,2400,MID,9,27918.93,0,5,N,N,N,N,658.89,0.0775,50,0.0,0.067057
NB010003024,2100,WAL,8,442760.28,0.0,0,N,N,N,N,1859.28,5.6766,281,49.6,0.045034
NB010003031,2101,LON,5,65902.78,0.0,0,Y,N,N,Y,0.0,5.296,154,79.4,0.010895
NB010003038,2400,LON,11,35057.13,0,0,N,N,N,N,766.06,0.1977,54,0.0,0.058386
NB010003045,2100,NI,2,397047.97,0.0,0,N,N,N,N,2319.39,4.7357,202,83.9,0.00172
NB010003052,2100,WAL,6,132104.13,0.0,0,N,N,N,N,1901.01,5.1574,82,60.6,0.016546
NB010003059,2110,SCO,7,555727.8,0.0,0,N,N,N,N,2602.22,3.2647,252,76.6,0.028018
NB010003066,2100,NW,9,529571.6,0.0,0,N,N,N,N,2509.62,5.8498,249,53.5,0.039373
NB010003073 ,2100,LON,8,534694.01,0.0,12,N,Y,N,N,2628.91,2.4417,240,66.5,0.033317
NB010003080,2110,SW,7,301803.23,0.0,0,N,N,N,N,1348.97,5.2556,264,87.6,0.035386
NB010003087,2100,WAL,6,596666.08,0.0,0,N,N,N,N,2541.75,3.8787,277,37.0,0.021253
NB010003094,2400,MID,10,26317.11,0,0,N,N,N,N,690.09,0.0749,45,0.0,0.06417
NB010003101,2110,NI,10,420880.94,0.0,0,N,N,N,N,2060.74,5.086,241,87.1,0.067951
NB010003108,2100,SCO,12,479942.16,0.0,0,N,N,N,N,2082.1,3.7774,272,86.2,0.084747
NB010003115,2130,SE,3,449875.23,0.0,0,N,N,N,N,8426.23,5.0616,63,83.5,0.00345
NB010003122,2700,SCO,7,13403.33,2500,0,N,N,N,N,510.19,0.1372,31,0.0,0.019945
NB010003129,2100,LON,9,533861.54,0.0,0,N,N,N,N,4532.06,3.9415,139,57.8,0.041044
NB010003136,2130,NE,3,140484.01,0.0,0,N,N,N,N,2302.38,8.7196,72,80.8,0.003641
NB010003143,2400,NW,2,31948.84,0,0,N,N,N,N,1256.65,0.1347,30,0.0,0.001707
NB010003150,2500,WAL,7,3170.88,1829.12,0,N,N,N,N,32.82,0.3399,114,0.0,0.034318
NB010003157,2100,SW,9,450012.47,0.0,0,N,N,N,N,2709.26,4.6712,196,42.0,0.046741
NB010003164,2700,SW,8,10033.43,0,0,N,N,N,N,137.67,0.1399,86,0.0,0.042524
NB010003171,2400,WAL,5,30955.45,0,0,N,N,N,N,676.43,0.1634,54,0.0,0.006582
NB010003178,2500,NI,8,3502.49,4497.51,0,N,N,N,N,51.66,0.3212,80,0.0,0.034522
NB010003185,2100,NE,3,574562.54,0.0,0,N,N,N,N,2558.43,2.9162,265,57.3,0.003662
NB010003192,2400,SE,11,26906.17,2500,0,N,N,N,N,907.12,0.2271,35,0.0,0.086459
NB010003199,2600,WAL,3,600.66,4399.34,0,N,N,N,N,14.18,0.2729,50,0.0,0.003833
NB010003206,2400,SW,3,30395.03,0,0,N,N,N,N,1024.75,0.1776,35,0.0,0.002184
NB010003213,2700,WAL,13,44096.91,0,0,N,N,N,N,1107.11,0.1365,47,0.0,0.084143
NB010003220,2110,NE,9,455811.22,0.0,0,N,N,N,N,2006.93,3.3349,268,85.3,0.050378
NB010003227,2100,NW,6,461738.21,0.0,0,N,N,N,N,3149.43,4.5646,173,37.8,0.015043
NB010003234,2400,MID,4,36329.27,0,0,N,N,N,N,549.6,0.1074,78,0.0,0.00511
NB010003241,2700,SE,4,34073.72,2500,0,N,N,N,N,1386.45,0.0981,29,0.0,0.00675
NB010003248,2120,SW,11,545052.17,0.0,47,N,N,N,N,4096.57,5.3266,157,81.4,0.084405
NB010003255,2100,SCO,8,142818.52,0.0,0,N,N,N,N,1668.57,3.2179,101,58.2,0.030651
NB010003262,2400,NI,3,3972.92,0,0,N,N,N,N,360.62,0.1606,13,0.0,0.002057
NB010003269,2400,SCO,6,7884.02,0,0,N,N,N,N,182.41,0.111,51,0.0,0.013433
NB010003276,2100,SCO,6,136935.41,0.0,0,N,N,N,N,561.05,3.1797,288,75.1,0.014737
NB010003283,2101,SCO,8,149634.82,0.0,0,N,N,N,Y,0.0,5.3327,186,44.2,0.037897
NB010003290,2600,NI,9,208.05,291.95,0,N,N,N,N,4.23,0.267,58,0.0,0.032981
NB010003297,2110,MID,9,269330.09,0.0,95,N,N,Y,N,1095.89,4.6731,290,74.6,0.059963
NB010003304,2101,NI,11,105190.7,0.0,0,N,N,N,Y,0.0,5.7037,105,52.3,0.074302
NB010003311 ,2400,WAL,6,5792.37,2500,0,N,N,N,N,569.58,0.1556,12,0.0,0.019233
NB010003318,2500,SE,9,11480.9,519.1,0,N,N,N,N,135.47,0.2907,100,0.0,0.045418
NB010003325,2500,MID,8,4833.21,166.79,0,N,N,N,N,49.17,0.2487,116,0.0,0.034632
NB010003332 ,2500,SE,10,4455.31,7544.69,0,N,N,N,N,228.58,0.2653,23,0.0,0.042164
NB010003339,2100,LON,4,414572.52,0.0,0,N,N,N,N,1839.08,5.6028,266,59.7,0.006309
NB010003346,2101,WAL,4,430265.24,0.0,0,N,N,N,Y,0.0,4.0382,57,79.3,0.005019
NB010003353,2500,NE,10,1960.32,3039.68,0,N,N,N,N,25.14,0.3022,92,0.0,0.080123
NB010003360,2500,SCO,8,2171.04,828.96,0,N,N,N,N,25.88,0.2523,99,0.0,0.045703
NB010003367,2600,SCO,8,883.65,116.35,0,N,N,N,N,25.43,0.3133,41,0.0,0.036445
NB010003374,2101,SE,10,230541.9,0.0,0,N,N,N,Y,0.0,4.1811,214,79.4,0.074734
NB010003381 ,2400,SW,2,4067.2,2500,0,N,N,N,N,239.96,0.0931,20,0.0,0.001574
NB010003388 ,2101,NW,4,246068.26,0.0,130,N,N,Y,N,2074.0,3.0031,140,74.6,0.005913
NB010003395,2100,NW,6,512563.86,0.0,0,N,N,N,N,2390.61,3.3957,253,87.7,0.023342
NB010003402,2700,SE,5,22636.46,2500,0,N,N,N,N,989.3,0.0787,27,0.0,0.01027
NB010003409,2101,LON,8,288259.53,0.0,0,N,N,N,Y,0.0,6.0905,85,44.1,0.043552
NB010003416,2120,SCO,6,559778.23,0.0,0,N,N,N,N,5694.3,4.2588,116,61.8,0.018415
NB010003423,2100,LON,9,568630.14,0.0,,N,N,N,N,4564.51,3.0633,147,64.2,0.033723
NB010003430,2700,NE,2,26616.83,0,0,N,N,N,N,356.91,0.0884,88,0.0,0.001628
NB010003437,2400,NI,7,17432.85,2500,0,N,N,N,N,289.73,0.2042,71,0.0,0.027601
NB010003444,2110,MID,10,180490.55,0.0,0,N,N,N,N,1075.65,5.5024,198,83.6,0.042477
NB010003451,2110,SE,10,513093.35,0.0,0,N,N,N,N,5606.02,5.435,108,79.0,0.046671
NB010003458,2700,SCO,7,12331.11,0,0,N,N,N,N,454.71,0.1126,32,0.0,0.038839
NB010003465,2600,NE,14,202.48,797.52,0,N,N,N,N,9.19,0.2578,26,0.0,0.06761
NB010003472,2100,WAL,10,206093.82,0.0,0,N,N,N,N,3199.88,2.7131,76,44.1,0.061245
NB010003479,2400,SW,5,2212.71,0,0,N,N,N,N,37.84,0.2284,69,0.0,0.005646
NB010003486,2400,SE,12,34018.18,0,0,N,N,N,N,2230.08,0.1766,18,0.0,0.08914
NB010003493 ,2700,SE,7,28420.41,0,0,N,N,N,N,745.25,0.0803,45,0.0,0.026073
NB010003500,2600,NW,6,2997.74,2002.26,0,N,N,N,N,98.26,0.3184,36,0.0,0.019614
NB010003507 ,2500,WAL,8,2358.82,5641.18,47,N,N,N,N,23.79,0.3016,117,0.0,0.032792
NB010003514,2400,NI,6,22238.76,0,0,N,N,N,N,444.78,0.0833,59,0.0,0.01534
NB010003521,2100,SW,5,541110.04,0.0,0,Y,N,N,N,3360.58,4.3655,190,43.9,0.010401
NB010003528,2400,SW,10,19230.01,0,0,N,N,N,N,283.64,0.095,80,0.0,0.063881
NB010003535,2400,NW,9,6801.54,0,0,N,N,N,N,170.76,0.1305,47,0.0,0.051299
NB010003542,2400,NE,4,40885.67,0,0,N,N,N,N,1048.81,0.1084,46,0.0,0.005742
NB010003549,2110,NI,5,105845.92,0.0,0,N,Y,N,N,805.79,6.3282,155,68.8,0.010222
NB010003556,2400,NI,5,10164.77,2500,0,N,N,N,N,168.94,0.146,71,0.0,0.009619
NB010003563,2100,SCO,8,490714.24,0.0,95,N,N,Y,N,3216.9,3.405,180,76.9,0.03181
NB010003570,2400,NW,5,41005.28,2500,0,N,N,N,N,3225.75,0.1897,15,0.0,0.005392
NB010003577,2110,NI,10,524178.74,0.0,0,N,N,N,N,9371.68,4.2537,66,89.5,0.075376
NB010003584,2120,NI,10,126070.25,0.0,0,N,N,N,N,1011.99,4.7018,147,75.8,0.054548
NB010003591,2100,SW,6,196590.69,0.0,0,N,N,N,N,868.83,4.0855,267,35.2,0.022806
NB010003598,2500,NI,10,2556.48,5443.52,0,N,N,N,N,79.39,0.2662,38,0.0,0.05417
