file,layer,macro,purpose,reads,writes,calls,called_by,invoked_in_batch
sas/reports/m_rpt_pillar3_cq3.sas,report,rpt_pillar3_cq3,produce Pillar 3 CQ3 totals by segment and SICR reason,stg.ecl_acct,stg.rpt_pillar3_cq3,log_step,NONE,no
sas/reports/m_rpt_pillar3_cq3.sas,report,rpt_pillar3_cq3_archive,produce Pillar 3 CQ3 totals by segment and SICR reason,stg.rpt_pillar3_cq3,hist.rpt_pillar3_cq3_&period,,NONE,no
sas/reports/m_rpt_pillar3_cq3.sas,report,rpt_pillar3_cq3_validate,produce Pillar 3 CQ3 totals by segment and SICR reason,stg.rpt_pillar3_cq3|hist.rpt_pillar3_cq3_&PRIOR_YYYYMM,log only,,NONE,no
sas/reports/m_rpt_pillar3_cr1.sas,report,rpt_pillar3_cr1,produce Pillar 3 CR1 Stage 2 and Stage 3 totals by region and segment,stg.ecl_acct,stg.rpt_pillar3_cr1,log_step,NONE,no
sas/reports/m_rpt_pillar3_cr1.sas,report,rpt_pillar3_cr1_archive,produce Pillar 3 CR1 Stage 2 and Stage 3 totals by region and segment,stg.rpt_pillar3_cr1,hist.rpt_pillar3_cr1_&period,,NONE,no
sas/reports/m_rpt_pillar3_cr1.sas,report,rpt_pillar3_cr1_validate,produce Pillar 3 CR1 Stage 2 and Stage 3 totals by region and segment,stg.rpt_pillar3_cr1|hist.rpt_pillar3_cr1_&PRIOR_YYYYMM,log only,,NONE,no
sas/reports/m_rpt_pillar3_cr2.sas,report,rpt_pillar3_cr2,produce Pillar 3 CR2 forbearance totals by region and segment,stg.ecl_acct,stg.rpt_pillar3_cr2,log_step,NONE,no
sas/reports/m_rpt_pillar3_cr2.sas,report,rpt_pillar3_cr2_archive,produce Pillar 3 CR2 forbearance totals by region and segment,stg.rpt_pillar3_cr2,hist.rpt_pillar3_cr2_&period,,NONE,no
sas/reports/m_rpt_pillar3_cr2.sas,report,rpt_pillar3_cr2_validate,produce Pillar 3 CR2 forbearance totals by region and segment,stg.rpt_pillar3_cr2|hist.rpt_pillar3_cr2_&PRIOR_YYYYMM,log only,,NONE,no
sas/reports/m_rpt_prior_period_compare.sas,report,rpt_prior_period_compare,compare forbearance totals with the prior period by segment,stg.ecl_acct,stg.rpt_prior_period_compare,log_step,NONE,no
sas/reports/m_rpt_prior_period_compare.sas,report,rpt_prior_period_compare_archive,compare forbearance totals with the prior period by segment,stg.rpt_prior_period_compare,hist.rpt_prior_period_compare_&period,,NONE,no
sas/reports/m_rpt_prior_period_compare.sas,report,rpt_prior_period_compare_validate,compare forbearance totals with the prior period by segment,stg.rpt_prior_period_compare|hist.rpt_prior_period_compare_&PRIOR_YYYYMM,log only,,NONE,no
sas/reports/m_rpt_stress_icaap_feed.sas,report,rpt_stress_icaap_feed,produce stress and ICAAP feed totals by segment and stage,stg.ecl_acct,stg.rpt_stress_icaap_feed,log_step,NONE,no
sas/reports/m_rpt_stress_icaap_feed.sas,report,rpt_stress_icaap_feed_archive,produce stress and ICAAP feed totals by segment and stage,stg.rpt_stress_icaap_feed,hist.rpt_stress_icaap_feed_&period,,NONE,no
sas/reports/m_rpt_stress_icaap_feed.sas,report,rpt_stress_icaap_feed_validate,produce stress and ICAAP feed totals by segment and stage,stg.rpt_stress_icaap_feed|hist.rpt_stress_icaap_feed_&PRIOR_YYYYMM,log only,,NONE,no
